farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM0251,South USA,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,Drip,Inorganic,26.66,2024-02-07,2024-05-30,113,5550.08,SENS0251,2024-05-27,26.66737,89.465481,0.44,Severe
FARM0253,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,2024-01-23,2024-05-16,114,3432.67,SENS0253,2024-02-09,16.267406,70.789771,0.72,Moderate
FARM0254,East Africa,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,Sprinkler,Organic,28.9,2024-02-10,2024-07-01,142,3053.4,SENS0254,2024-05-13,21.351974,85.518358,0.6,Mild
FARM0257,South USA,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,Drip,Mixed,16.96,2024-01-24,2024-04-27,94,5337.83,SENS0257,2024-02-02,33.615087,89.211735,0.36,Mild
FARM0259,East Africa,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,Manual,Inorganic,23.56,2024-03-14,2024-08-03,142,4903.47,SENS0259,2024-05-14,24.078618,74.278563,0.76,Moderate
FARM0260,Central USA,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,Manual,Organic,18.52,2024-01-07,2024-05-30,144,3259.62,SENS0260,2024-03-17,32.977802,80.22543,0.64,Mild
FARM0264,East Africa,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,Sprinkler,Inorganic,22.79,2024-03-07,2024-07-10,125,4463.99,SENS0264,2024-06-09,23.106195,74.846302,0.46,Severe
FARM0265,Central USA,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,Drip,Inorganic,12.62,2024-02-20,2024-07-11,142,5960.64,SENS0265,2024-06-12,25.579554,78.809268,0.85,Mild
FARM0266,South India,Maize,15.46,6.96,16.72,234.9,52.15,7.73,Sprinkler,Inorganic,5.62,2024-03-26,2024-07-01,97,3220.47,SENS0266,2024-05-25,10.568703,74.180191,0.62,Mild
FARM0270,East Africa,Maize,17.9,6.18,22.86,84.32,76.49,7.12,Sprinkler,Inorganic,15.82,2024-01-14,2024-05-02,109,5638.94,SENS0270,2024-02-25,21.22923,72.635443,0.69,Mild
FARM0271,South India,Maize,34.1,7.3,33.19,157.52,85.45,8.62,Sprinkler,Inorganic,8.05,2024-03-24,2024-06-29,97,2736.54,SENS0271,2024-04-11,28.176988,85.3087,0.83,Severe
FARM0272,South USA,Maize,25.51,7.37,32.88,283.31,53.69,8.67,Drip,Organic,13.31,2024-03-20,2024-07-05,107,4422.42,SENS0272,2024-06-06,15.772784,74.643651,0.71,Moderate
FARM0275,East Africa,Wheat,25.81,7.15,15.85,298.96,65.94,6.37,Drip,Mixed,22.43,2024-03-02,2024-06-12,102,3164.72,SENS0275,2024-04-21,32.109939,85.47354,0.47,Mild
FARM0276,South USA,Maize,31.46,5.61,25.34,85.56,81.49,6.71,Drip,Organic,40.04,2024-03-18,2024-06-24,98,3572.27,SENS0276,2024-04-28,21.272146,73.577572,0.65,Mild
FARM0277,South USA,Wheat,18.75,6.88,33.14,249.12,75.92,4.74,Drip,Mixed,25.22,2024-02-03,2024-06-05,123,4829.12,SENS0277,2024-05-06,29.776665,80.233329,0.87,Severe
FARM0278,East Africa,Cotton,11.54,5.84,21.7,267.83,83.13,4.97,Sprinkler,Organic,39.61,2024-01-14,2024-05-02,109,3238.07,SENS0278,2024-04-21,34.024153,75.775611,0.41,Mild
FARM0280,East Africa,Soybean,38.7,5.92,18.7,63.77,57.45,4.87,Drip,Mixed,31.01,2024-03-10,2024-06-29,111,5681.54,SENS0280,2024-03-16,12.722191,89.874704,0.4,Moderate
FARM0281,East Africa,Soybean,30.03,6.62,34.33,237.33,58.01,4.22,Manual,Inorganic,21.59,2024-02-27,2024-05-31,94,5033.77,SENS0281,2024-05-07,11.623147,79.416337,0.37,Moderate
FARM0282,Central USA,Soybean,24.48,5.92,19.18,64.55,68.57,9.88,Drip,Inorganic,37.58,2024-03-26,2024-08-08,135,3148.75,SENS0282,2024-06-15,16.491501,81.502854,0.67,Mild
FARM0283,East Africa,Soybean,27.37,6.96,24.95,252.0,84.18,5.4,Manual,Organic,5.07,2024-01-15,2024-05-24,130,5186.93,SENS0283,2024-03-08,29.989109,89.97974,0.55,Moderate
FARM0284,Central USA,Soybean,38.21,5.92,27.81,222.5,52.72,4.41,Manual,Mixed,29.75,2024-01-04,2024-05-16,133,3333.13,SENS0284,2024-04-14,28.109916,82.319867,0.32,Mild
FARM0285,South India,Maize,39.18,7.34,24.58,168.63,41.78,4.81,Sprinkler,Mixed,25.73,2024-03-11,2024-07-08,119,5135.96,SENS0285,2024-05-02,33.194749,71.120446,0.61,Moderate
FARM0286,East Africa,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,Sprinkler,Inorganic,42.83,2024-02-13,2024-06-22,130,4137.09,SENS0286,2024-03-26,24.274541,77.791325,0.66,Moderate
FARM0287,Central USA,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,Manual,Organic,10.05,2024-01-25,2024-05-06,102,5653.42,SENS0287,2024-03-21,22.649867,85.980506,0.84,Mild
FARM0293,Central USA,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,Manual,Mixed,30.86,2024-03-04,2024-06-27,115,5270.21,SENS0293,2024-06-13,12.674532,81.122997,0.34,Moderate
FARM0297,Central USA,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,Drip,Organic,36.65,2024-02-04,2024-06-28,145,3128.84,SENS0297,2024-02-11,15.881029,84.044438,0.54,Moderate
FARM0298,South USA,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,Manual,Inorganic,11.94,2024-03-05,2024-06-11,98,2046.41,SENS0298,2024-05-26,10.392695,84.426785,0.59,Severe
FARM0299,South India,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,Sprinkler,Inorganic,27.92,2024-03-27,2024-07-23,118,3538.86,SENS0299,2024-04-24,14.644776,82.091465,0.65,Mild
FARM0300,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,2024-03-03,2024-06-10,99,4920.74,SENS0300,2024-05-09,34.589477,89.673368,0.77,Severe
FARM0301,East Africa,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,Manual,Mixed,7.37,2024-02-18,2024-07-06,139,2043.13,SENS0301,2024-06-13,22.816578,79.384648,0.74,Severe
FARM0303,South India,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,Drip,Mixed,12.86,2024-03-24,2024-07-01,99,4636.62,SENS0303,2024-05-10,30.196017,75.225052,0.72,Severe
FARM0306,East Africa,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,Manual,Inorganic,17.16,2024-01-09,2024-05-19,131,4336.71,SENS0306,2024-05-06,29.328775,84.981818,0.74,Mild
FARM0308,East Africa,Rice,43.27,6.78,29.16,79.99,82.82,4.78,Sprinkler,Organic,36.3,2024-02-10,2024-06-08,119,4641.91,SENS0308,2024-02-19,25.969513,88.453908,0.47,Severe
FARM0310,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,2024-01-22,2024-05-15,114,3065.75,SENS0310,2024-04-20,18.245772,77.826607,0.3,Severe
FARM0318,Central USA,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,Sprinkler,Inorganic,39.66,2024-03-07,2024-06-22,107,2212.28,SENS0318,2024-03-21,29.915324,83.704875,0.88,Severe
FARM0320,East Africa,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,Drip,Organic,38.2,2024-01-13,2024-06-08,147,2882.65,SENS0320,2024-05-12,24.627306,71.086787,0.56,Mild
FARM0321,East Africa,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,Manual,Organic,6.44,2024-03-02,2024-06-17,107,2546.01,SENS0321,2024-04-30,21.464473,73.424026,0.51,Moderate
FARM0322,East Africa,Rice,37.63,6.78,27.23,92.48,88.51,9.13,Drip,Inorganic,43.56,2024-02-28,2024-06-10,103,4366.32,SENS0322,2024-04-27,16.979272,84.600355,0.74,Mild
FARM0325,South USA,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,Drip,Mixed,8.18,2024-03-11,2024-07-12,123,2130.86,SENS0325,2024-05-04,28.8222,83.9611,0.67,Mild
FARM0326,North India,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,Drip,Inorganic,21.45,2024-03-02,2024-06-23,113,3465.73,SENS0326,2024-05-23,23.969761,71.340118,0.73,Mild
FARM0327,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,2024-02-12,2024-07-08,147,3069.43,SENS0327,2024-05-30,16.928633,71.267384,0.51,Severe
FARM0331,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,2024-03-26,2024-07-03,99,2645.02,SENS0331,2024-04-09,11.028786,76.332517,0.38,Moderate
FARM0332,Central USA,Rice,17.18,6.91,28.31,294.51,47.4,6.69,Sprinkler,Mixed,18.57,2024-01-13,2024-06-10,149,3997.67,SENS0332,2024-02-19,33.694726,88.556226,0.39,Moderate
FARM0336,South USA,Rice,39.24,6.7,17.87,125.81,89.42,7.15,Manual,Organic,46.99,2024-03-25,2024-07-17,114,2353.79,SENS0336,2024-05-16,25.97015,75.466577,0.4,Severe
FARM0337,East Africa,Rice,16.97,7.16,20.79,172.65,81.14,5.81,Manual,Inorganic,30.17,2024-02-08,2024-05-09,91,5164.88,SENS0337,2024-02-27,16.566926,89.120532,0.8,Severe
FARM0340,East Africa,Rice,36.83,5.87,16.89,238.16,67.19,9.23,Manual,Inorganic,35.84,2024-03-12,2024-06-16,96,4137.68,SENS0340,2024-04-26,30.58287,70.257953,0.61,Moderate
FARM0341,South USA,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,Drip,Inorganic,25.72,2024-01-04,2024-05-25,142,2524.93,SENS0341,2024-01-08,21.987956,76.231469,0.52,Severe
FARM0342,East Africa,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,Sprinkler,Mixed,15.2,2024-01-07,2024-04-14,98,5924.44,SENS0342,2024-03-01,27.270453,85.680594,0.35,Severe
FARM0343,South USA,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,Drip,Organic,18.57,2024-01-25,2024-04-30,96,5129.48,SENS0343,2024-04-11,15.13503,88.023497,0.41,Moderate
FARM0347,South India,Wheat,41.32,7.1,33.78,141.86,40.64,8.04,Drip,Inorganic,24.71,2024-03-22,2024-06-25,95,2476.87,SENS0347,2024-05-11,20.015607,81.811145,0.36,Mild
FARM0349,South USA,Soybean,19.76,7.04,17.16,112.67,64.86,7.77,Sprinkler,Organic,9.48,2024-01-27,2024-04-30,94,3992.54,SENS0349,2024-01-30,34.301814,77.65266,0.71,Mild
FARM0350,Central USA,Soybean,31.81,7.02,28.22,179.99,64.61,6.8,Manual,Mixed,27.41,2024-03-09,2024-07-11,124,3374.46,SENS0350,2024-06-27,23.513225,70.353408,0.76,Severe
FARM0351,North India,Cotton,25.75,7.21,23.85,59.0,48.84,7.96,Manual,Mixed,12.39,2024-02-05,2024-05-24,109,4862.89,SENS0351,2024-04-07,29.100278,81.377104,0.59,Severe
FARM0352,South USA,Soybean,39.9,6.51,22.83,173.67,88.54,7.7,Manual,Inorganic,19.42,2024-01-19,2024-04-20,92,2512.79,SENS0352,2024-03-05,18.72192,84.841143,0.32,Moderate
FARM0353,South USA,Wheat,24.99,7.48,23.24,64.11,52.21,5.41,Manual,Mixed,8.82,2024-03-03,2024-07-26,145,3219.65,SENS0353,2024-05-28,14.244481,80.768336,0.32,Severe
FARM0356,East Africa,Maize,19.57,6.63,25.62,156.78,57.37,4.46,Manual,Mixed,41.19,2024-02-22,2024-06-25,124,3253.41,SENS0356,2024-04-15,20.057524,82.499278,0.57,Mild
FARM0358,South USA,Maize,40.11,7.32,27.68,261.49,53.35,5.72,Sprinkler,Inorganic,35.91,2024-01-13,2024-04-27,105,2454.23,SENS0358,2024-02-06,10.692604,85.940895,0.49,Severe
FARM0359,East Africa,Cotton,24.77,7.31,19.04,118.18,41.46,8.74,Manual,Mixed,29.78,2024-03-28,2024-06-28,92,5855.15,SENS0359,2024-05-29,29.555844,71.106545,0.84,Moderate
FARM0361,South India,Soybean,14.28,7.11,21.59,196.08,59.5,8.49,Sprinkler,Inorganic,14.81,2024-01-06,2024-04-18,103,5879.69,SENS0361,2024-03-02,20.209389,87.257999,0.33,Moderate
FARM0363,Central USA,Soybean,23.46,6.78,29.01,275.79,74.26,7.21,Sprinkler,Inorganic,22.48,2024-02-09,2024-05-28,109,2361.0,SENS0363,2024-05-24,28.916698,75.948458,0.82,Mild
FARM0365,Central USA,Cotton,31.07,7.13,29.76,163.32,41.37,4.31,Sprinkler,Mixed,24.95,2024-03-05,2024-06-03,90,3602.65,SENS0365,2024-05-24,17.638688,81.516187,0.37,Mild
FARM0366,East Africa,Rice,39.64,6.87,30.85,129.85,63.92,8.41,Manual,Organic,35.94,2024-02-26,2024-06-13,108,2794.65,SENS0366,2024-04-19,19.189989,77.869884,0.53,Mild
FARM0367,North India,Wheat,42.31,6.79,27.53,276.71,88.71,5.19,Sprinkler,Organic,23.05,2024-02-20,2024-06-05,106,2597.0,SENS0367,2024-04-07,14.253072,81.344858,0.31,Severe
FARM0370,North India,Soybean,12.06,6.17,19.7,277.06,89.84,9.64,Drip,Organic,16.41,2024-03-13,2024-06-30,109,5910.1,SENS0370,2024-06-06,19.27253,89.361156,0.64,Mild
FARM0371,Central USA,Rice,27.63,7.36,32.56,82.98,55.87,7.18,Sprinkler,Inorganic,10.26,2024-01-05,2024-05-05,121,5486.72,SENS0371,2024-04-20,17.025016,77.211844,0.56,Moderate
FARM0373,North India,Cotton,22.48,6.92,24.7,173.25,82.29,9.2,Drip,Inorganic,9.21,2024-02-06,2024-06-28,143,2673.18,SENS0373,2024-06-15,30.564294,81.264948,0.7,Mild
FARM0374,East Africa,Wheat,28.41,6.64,23.33,69.21,78.41,8.06,Manual,Organic,17.79,2024-03-04,2024-06-27,115,3494.23,SENS0374,2024-03-17,30.92443,73.075509,0.35,Severe
FARM0375,South USA,Maize,30.8,5.51,34.4,214.04,87.54,5.95,Sprinkler,Organic,43.85,2024-03-10,2024-06-28,110,5192.59,SENS0375,2024-06-13,11.768102,89.038004,0.53,Severe
FARM0379,East Africa,Wheat,27.87,6.33,24.29,230.08,80.64,6.13,Drip,Mixed,5.73,2024-03-22,2024-07-19,119,2718.21,SENS0379,2024-04-14,31.072746,70.905174,0.55,Moderate
FARM0382,South India,Wheat,17.32,6.8,27.99,158.95,71.3,8.74,Sprinkler,Organic,18.54,2024-02-05,2024-06-04,120,3687.52,SENS0382,2024-02-19,14.152637,73.048445,0.72,Severe
FARM0384,South USA,Cotton,27.01,6.68,27.23,219.67,80.83,6.93,Drip,Mixed,5.86,2024-03-11,2024-07-14,125,2254.04,SENS0384,2024-07-03,26.207507,87.782812,0.37,Moderate
FARM0385,South USA,Cotton,10.73,6.08,18.84,135.96,51.61,5.32,Manual,Mixed,43.41,2024-03-22,2024-07-19,119,2524.63,SENS0385,2024-04-28,28.074875,77.807425,0.55,Moderate
FARM0388,North India,Cotton,37.96,7.43,30.12,293.66,79.08,7.66,Drip,Mixed,6.89,2024-01-06,2024-05-15,130,2472.24,SENS0388,2024-02-27,32.774644,73.140651,0.48,Severe
FARM0391,North India,Maize,21.02,7.46,18.29,65.37,77.96,7.96,Sprinkler,Mixed,7.6,2024-03-23,2024-08-11,141,4641.45,SENS0391,2024-08-03,34.316529,78.386106,0.83,Moderate
FARM0392,Central USA,Maize,10.28,6.06,25.56,280.11,75.01,6.68,Sprinkler,Mixed,33.1,2024-03-21,2024-07-17,118,4789.88,SENS0392,2024-07-12,30.295777,82.97514,0.77,Moderate
FARM0393,North India,Wheat,28.81,6.28,29.38,269.97,66.02,7.24,Sprinkler,Organic,28.03,2024-02-17,2024-06-07,111,5028.19,SENS0393,2024-03-08,10.585544,87.806387,0.62,Moderate
FARM0394,South India,Maize,35.43,7.47,17.21,64.99,58.65,7.76,Manual,Organic,7.15,2024-03-04,2024-06-30,118,3191.84,SENS0394,2024-06-06,10.130335,76.779606,0.44,Mild
FARM0398,Central USA,Maize,44.69,6.11,24.72,247.8,47.11,7.54,Drip,Inorganic,45.01,2024-01-06,2024-05-27,142,4958.64,SENS0398,2024-01-06,13.058198,76.972979,0.82,Severe
FARM0399,South USA,Soybean,20.84,6.4,21.76,144.33,81.72,9.0,Sprinkler,Organic,27.71,2024-02-25,2024-06-22,118,4668.88,SENS0399,2024-03-15,31.658639,76.504326,0.78,Severe
FARM0400,South USA,Rice,41.51,6.18,15.92,217.61,62.15,5.66,Drip,Organic,36.82,2024-03-21,2024-08-08,140,5086.38,SENS0400,2024-06-08,24.026109,72.475632,0.64,Mild
FARM0403,South India,Maize,43.33,6.86,16.18,290.28,49.07,8.28,Manual,Inorganic,9.44,2024-01-14,2024-06-09,147,3296.87,SENS0403,2024-04-19,33.539438,87.99003,0.33,Mild
FARM0405,East Africa,Rice,20.66,6.31,16.68,208.95,50.17,9.81,Manual,Mixed,49.34,2024-01-18,2024-06-16,150,3695.01,SENS0405,2024-06-08,21.29355,70.020021,0.58,Moderate
FARM0406,South India,Wheat,12.11,7.34,20.47,112.72,74.0,10.0,Sprinkler,Mixed,42.83,2024-02-02,2024-05-12,100,4956.73,SENS0406,2024-04-14,11.74838,71.794302,0.72,Mild
FARM0407,East Africa,Maize,40.74,5.92,25.1,250.51,84.2,9.67,Manual,Mixed,25.37,2024-01-22,2024-05-11,110,3366.52,SENS0407,2024-03-20,33.974817,76.569145,0.85,Mild
FARM0409,East Africa,Maize,23.54,7.18,31.24,295.95,46.24,6.22,Sprinkler,Inorganic,5.42,2024-03-01,2024-07-17,138,3124.54,SENS0409,2024-05-31,14.787792,86.325616,0.68,Mild
FARM0411,North India,Soybean,14.49,5.63,20.19,192.48,51.4,7.14,Manual,Organic,43.15,2024-01-23,2024-06-04,133,4131.77,SENS0411,2024-03-27,27.017009,87.662039,0.3,Severe
FARM0413,South India,Cotton,43.52,7.33,18.94,132.31,43.14,7.75,Drip,Inorganic,24.44,2024-01-19,2024-06-08,141,4505.19,SENS0413,2024-04-13,31.01269,74.943071,0.58,Moderate
FARM0417,North India,Rice,20.91,6.37,34.19,238.59,55.56,9.31,Sprinkler,Organic,26.13,2024-03-11,2024-06-27,108,3475.32,SENS0417,2024-03-12,22.942015,83.153536,0.39,Mild
FARM0418,East Africa,Soybean,40.05,6.34,18.91,100.09,85.43,8.71,Manual,Organic,35.05,2024-03-23,2024-07-20,119,4399.05,SENS0418,2024-05-04,31.300217,81.321938,0.5,Moderate
FARM0419,South USA,Maize,15.68,6.41,30.78,60.55,50.97,4.02,Sprinkler,Mixed,15.36,2024-03-07,2024-06-20,105,3922.98,SENS0419,2024-06-13,33.814706,76.630302,0.74,Mild
FARM0423,South India,Soybean,43.89,7.27,19.18,70.35,63.53,7.98,Drip,Organic,27.89,2024-03-25,2024-07-25,122,3497.06,SENS0423,2024-05-30,21.606682,76.436463,0.52,Severe
FARM0426,Central USA,Wheat,20.31,6.5,25.93,69.54,53.82,5.37,Drip,Organic,21.21,2024-03-07,2024-06-26,111,2786.59,SENS0426,2024-04-18,16.250591,84.904227,0.76,Moderate
FARM0427,South India,Soybean,44.93,7.5,30.05,234.96,85.62,4.05,Manual,Inorganic,42.0,2024-02-13,2024-07-04,142,4319.82,SENS0427,2024-02-16,21.8001,80.252939,0.76,Mild
FARM0431,North India,Rice,13.65,6.61,15.64,222.26,64.43,5.12,Drip,Inorganic,17.77,2024-01-10,2024-05-21,132,4097.58,SENS0431,2024-05-05,11.43633,80.370634,0.4,Severe
FARM0432,South USA,Rice,44.64,5.76,23.37,235.79,59.45,9.42,Sprinkler,Organic,44.17,2024-02-14,2024-07-05,142,4838.69,SENS0432,2024-06-14,13.969531,81.501828,0.49,Mild
FARM0433,East Africa,Cotton,19.64,5.51,17.85,65.99,59.96,8.85,Manual,Mixed,44.57,2024-02-15,2024-06-20,126,2156.34,SENS0433,2024-02-26,17.197795,87.619881,0.57,Moderate
FARM0435,North India,Rice,41.81,6.32,30.24,80.31,58.44,8.53,Manual,Inorganic,25.29,2024-02-07,2024-06-08,122,2178.54,SENS0435,2024-02-10,11.829887,83.889714,0.75,Severe
FARM0444,South USA,Wheat,43.38,5.6,34.84,284.57,46.28,5.04,Sprinkler,Organic,27.83,2024-02-24,2024-06-22,119,3245.85,SENS0444,2024-05-26,14.938407,78.480336,0.66,Moderate
FARM0446,South USA,Cotton,39.89,7.02,33.43,198.8,47.64,8.36,Manual,Inorganic,25.86,2024-02-10,2024-06-03,114,4248.57,SENS0446,2024-04-11,11.798491,72.733127,0.58,Mild
FARM0447,South India,Wheat,10.45,6.5,29.51,172.86,86.28,9.64,Manual,Inorganic,27.03,2024-03-19,2024-06-21,94,3635.15,SENS0447,2024-03-23,34.811812,72.48955,0.86,Mild
FARM0449,South India,Maize,31.19,7.39,17.95,111.85,68.92,7.98,Sprinkler,Organic,10.25,2024-01-21,2024-06-04,135,5667.53,SENS0449,2024-05-01,27.651744,89.482912,0.35,Mild
FARM0450,South USA,Rice,39.04,6.01,21.04,291.92,72.92,6.3,Manual,Mixed,23.52,2024-03-28,2024-07-01,95,2437.1,SENS0450,2024-06-09,29.417278,76.887856,0.39,Mild
FARM0453,North India,Soybean,18.22,6.47,30.21,52.38,53.3,9.73,Drip,Organic,14.5,2024-01-13,2024-05-20,128,4080.3,SENS0453,2024-03-21,33.30321,79.464636,0.5,Severe
FARM0462,Central USA,Soybean,26.74,7.16,24.9,226.04,58.84,9.89,Manual,Organic,42.25,2024-01-28,2024-06-12,136,5737.73,SENS0462,2024-03-25,27.510185,71.051326,0.82,Mild
FARM0465,Central USA,Soybean,13.57,7.07,32.17,144.14,89.14,8.08,Sprinkler,Organic,9.32,2024-02-06,2024-07-05,150,2209.89,SENS0465,2024-06-16,26.252445,81.867848,0.88,Severe
FARM0466,South India,Wheat,14.16,6.29,21.05,199.04,48.62,8.47,Drip,Inorganic,43.92,2024-03-13,2024-06-28,107,4529.33,SENS0466,2024-05-08,19.183076,72.400008,0.35,Severe
FARM0467,East Africa,Rice,10.81,6.65,26.45,118.43,77.27,8.77,Sprinkler,Inorganic,26.79,2024-03-23,2024-07-18,117,3193.45,SENS0467,2024-04-08,12.486031,71.269966,0.85,Mild
FARM0469,South India,Soybean,17.22,5.82,26.25,262.86,41.75,9.88,Manual,Inorganic,48.48,2024-01-14,2024-06-12,150,4632.64,SENS0469,2024-03-17,17.514999,88.924292,0.61,Moderate
FARM0470,East Africa,Cotton,14.89,6.48,21.26,277.7,89.84,7.64,Sprinkler,Mixed,9.46,2024-01-08,2024-04-09,92,2752.29,SENS0470,2024-02-15,31.402129,74.304259,0.38,Mild
FARM0471,East Africa,Maize,19.71,6.96,23.44,187.46,53.03,7.9,Sprinkler,Inorganic,25.52,2024-02-22,2024-06-18,117,5760.8,SENS0471,2024-03-11,23.397608,71.411161,0.74,Mild
FARM0473,Central USA,Maize,37.23,5.79,30.96,118.41,44.9,9.88,Sprinkler,Inorganic,47.83,2024-01-06,2024-05-08,123,4913.31,SENS0473,2024-02-14,24.720676,86.135963,0.36,Moderate
FARM0474,East Africa,Maize,29.3,6.71,32.93,92.69,87.33,6.34,Manual,Mixed,35.5,2024-03-18,2024-07-24,128,5528.08,SENS0474,2024-06-29,21.921547,72.551444,0.31,Mild
FARM0475,South India,Rice,23.26,6.97,16.06,231.35,88.72,8.25,Sprinkler,Mixed,32.39,2024-03-15,2024-06-24,101,3755.84,SENS0475,2024-04-29,29.961722,80.044585,0.47,Severe
FARM0479,Central USA,Maize,26.91,6.03,15.04,207.79,59.68,9.54,Drip,Inorganic,45.16,2024-02-02,2024-05-24,112,2023.56,SENS0479,2024-03-31,18.213795,77.077855,0.3,Mild
FARM0481,North India,Cotton,32.97,6.38,17.8,236.77,40.29,9.3,Sprinkler,Organic,13.53,2024-01-05,2024-04-29,115,3684.22,SENS0481,2024-02-16,32.524945,73.20625,0.42,Severe
FARM0484,Central USA,Rice,33.32,6.36,24.48,245.68,45.15,8.38,Sprinkler,Organic,49.66,2024-03-21,2024-07-29,130,2594.9,SENS0484,2024-04-20,13.307395,70.767329,0.89,Mild
FARM0485,South USA,Wheat,31.58,5.68,16.02,151.82,55.32,7.8,Sprinkler,Organic,20.13,2024-02-02,2024-06-03,122,3708.29,SENS0485,2024-02-08,17.60725,75.384922,0.47,Moderate
FARM0487,East Africa,Rice,21.59,6.98,22.23,244.7,66.44,6.23,Manual,Organic,31.29,2024-01-04,2024-04-11,98,4518.23,SENS0487,2024-03-21,13.008859,81.731229,0.85,Mild
FARM0488,South India,Cotton,42.39,5.65,25.93,135.72,76.27,9.94,Sprinkler,Mixed,37.43,2024-01-05,2024-04-16,102,3672.85,SENS0488,2024-04-05,16.313138,87.541507,0.81,Moderate
FARM0489,Central USA,Cotton,32.05,5.73,23.72,170.71,66.19,9.71,Drip,Organic,31.96,2024-03-05,2024-06-21,108,2181.78,SENS0489,2024-05-16,11.519835,89.44948,0.41,Severe
FARM0492,North India,Maize,32.14,7.44,21.49,286.61,84.2,5.58,Sprinkler,Inorganic,45.43,2024-02-11,2024-05-14,93,4503.82,SENS0492,2024-02-12,30.598295,74.385592,0.88,Mild
FARM0494,South India,Cotton,18.11,6.95,22.37,275.54,44.68,5.09,Sprinkler,Organic,13.5,2024-02-24,2024-06-04,101,4590.26,SENS0494,2024-02-26,17.754006,87.705061,0.79,Mild
FARM0496,Central USA,Rice,42.85,6.7,30.85,52.35,79.58,7.25,Manual,Mixed,8.82,2024-01-16,2024-06-02,138,4251.4,SENS0496,2024-05-08,30.386623,76.1477,0.59,Mild
FARM0498,North India,Cotton,15.93,5.72,17.03,288.96,57.87,7.69,Drip,Inorganic,46.55,2024-01-02,2024-05-09,128,2604.41,SENS0498,2024-04-20,23.262016,81.99223,0.71,Mild
FARM0499,Central USA,Soybean,38.61,6.2,17.08,279.06,73.09,9.6,Drip,Organic,43.78,2024-01-25,2024-06-04,131,2586.36,SENS0499,2024-03-02,19.764989,84.426869,0.77,Severe
